,endereco,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,rua,bairro,cidade,estado,preco p/ m²,endereco_geo,latitude,longitude,preco_bin,Regional,IDH-Educação,IDH-Longevidade,IDH-Renda,IDH
51,"Rua Doutor Waldemar de Alcântara - Sapiranga, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 95m²",95.0,3,4,2,410000.0,830.0,Rua Doutor Waldemar de Alcântara,Sapiranga/Coité,Fortaleza,CE,4315.789473684211,"Rua Doutor Waldemar de Alcântara, Sapiranga / Coité, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60833-675, Brasil",-3.798148277567899,-38.46395371572872,3001-5000,6,0.937246963562753,0.21499176276771,0.1913288054521692,0.3378200388826952
52,"Rua Consuelo Freire, 550 - Parque Iracema, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 72m²",72.0,2,3,2,530000.0,600.0,Rua Consuelo Freire,Parque Iracema,Fortaleza,CE,7361.111111111111,"Rua Consuelo Freire, Parque del Sol, Parque Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60824-000, Brasil",-3.8077139372574,-38.496653539033694,5001-10000,6,0.9817813765182186,0.3270181219110378,0.4010215508041715,0.5049535625829636
53,"Rua Mariana Furtado Leite, 1250 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 70m²",70.0,3,2,2,640000.0,700.0,Rua Mariana Furtado Leite,Engenheiro Luciano Cavalcante,Fortaleza,CE,9142.857142857143,"Rua Mariana Furtado Leite, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-030, Brasil",-3.772300083561943,-38.485404607355896,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
54,"Rua Reverendo Bolivar Pinto Bandeira, 650 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 146m²",146.0,3,3,3,1449000.0,1174.0,Rua Reverendo Bolivar Pinto Bandeira,Engenheiro Luciano Cavalcante,Fortaleza,CE,9924.657534246577,"Rua Reverendo Bolivar Pinto Bandeira, Conjunto Santa Luzia do Cocó, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-310, Brasil",-3.771518291289632,-38.49256084562166,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
55,"Rua Dom Lustosa, 985 - Jangurussu, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 59m²",59.0,2,1,1,135000.0,269.0,Rua Dom Lustosa,Jangurussu,Fortaleza,CE,2288.135593220339,"985, Rua Dom Lustosa, Santa Filomena, Jangurussu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60870-620, Brasil",-3.8477477,-38.5117992,1500-3000,6,0.945344129554656,0.1037891268533772,0.0519400401720321,0.1720869842129994
56,"Rua Oito de Setembro - Varjota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 130m²",130.0,3,4,2,720000.0,990.0,Rua Oito de Setembro,Varjota,Fortaleza,CE,5538.461538461538,"Rua 8 de Setembro, Varjota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60150-200, Brasil",-3.73701013874911,-38.486984533586366,5001-10000,2,0.9919028340080972,0.6655683690280065,0.5597624762812511,0.717610077758962
57,"Rua Pascoal de Castro Alves, 96 - Vicente Pinzon, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 95m²",95.0,3,2,2,360000.0,550.0,Rua Pascoal de Castro Alves,Vicente Pinzon,Fortaleza,CE,3789.4736842105262,"Rua Paschoal de Castro Alves, Comunidade do Trilho Vicente Pinzon, Vicente Pinzón, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60181-225, Brasil",-3.732925472346405,-38.47659799484374,3001-5000,2,0.9261133603238868,0.3023064250411861,0.1300854605895991,0.331471933820208
58,"Rua Nenê Arruda, 1140 - JOSE DE ALENCAR, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 129m²",129.0,3,3,2,270000.0,350.0,Rua Nenê Arruda,José de Alencar,Fortaleza,CE,2093.0232558139537,"Rua Nenê Arruda, Vila Labirinto, José de Alencar, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60830-246, Brasil",-3.817678158588149,-38.48114599917746,1500-3000,6,0.944331983805668,0.1845140032948929,0.3074651564633407,0.3769785552749862
59,"Rua Coronel Francisco Montenegro - Praia do Futuro, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 51m²",51.0,2,2,1,349000.0,1.0,Rua Coronel Francisco Montenegro,Praia do Futuro II,Fortaleza,CE,6843.137254901961,"Rua Coronel Francisco Montenegro, Praia do Futuro II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60183-713, Brasil",-3.755780603988367,-38.44799596198239,5001-10000,2,0.8977732793522267,0.0749588138385502,0.0703390648161413,0.1679043664047164
60,"Rua Pereira de Miranda, 555 - Papicu, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 69m²",69.0,3,3,1,525000.0,650.0,Rua Pereira de Miranda,Papicu,Fortaleza,CE,7608.695652173913,"555, Rua Pereira de Miranda, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60175-047, Brasil",-3.7393627,-38.48167551160975,5001-10000,2,0.951417004048583,0.4316309719934102,0.3617821880600768,0.5296352680519618
61,"Rua Mariana Furtado Leite, 1250 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 72m²",72.0,3,3,2,620000.0,730.0,Rua Mariana Furtado Leite,Engenheiro Luciano Cavalcante,Fortaleza,CE,8611.111111111111,"Rua Mariana Furtado Leite, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60811-030, Brasil",-3.772300083561943,-38.485404607355896,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
62,"Rua B - Maraponga, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,200000.0,280.0,Rua B,Maraponga,Fortaleza,CE,4545.454545454545,"Rua B, Rachel de Queiroz, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60711-100, Brasil",-3.795528174909877,-38.56195089793668,3001-5000,5,0.9676113360323886,0.3105436573311367,0.1979919831359329,0.3903825581169062
63,"Rua Embratel, 20 - Praia do Futuro II, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 53m²",53.0,2,2,1,440000.0,715.0,Rua Embratel,Praia do Futuro II,Fortaleza,CE,8301.88679245283,"Rua Embratel, Praia do Futuro II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60182-508, Brasil",-3.759981206293236,-38.44398340021111,5001-10000,2,0.8977732793522267,0.0749588138385502,0.0703390648161413,0.1679043664047164
64,"Rua José Vilar, 1311 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 98m²",98.0,3,4,2,870000.0,750.0,Rua José Vilar,Aldeota,Fortaleza,CE,8877.551020408164,"Rua José Vilar, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-230, Brasil",-3.739324229091458,-38.50581077364811,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
65,"Rua do Anjo Branco, 1131 - Cambeba, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 75m²",75.0,2,3,2,525000.0,650.0,Rua do Anjo Branco,Cambeba,Fortaleza,CE,7000.0,"Rua do Anjo Branco, Cambeba, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60822-165, Brasil",-3.8034468227399008,-38.480573362866735,5001-10000,6,0.9686234817813766,0.3525535420098847,0.4060532878790979,0.5175921753264556
66,"Rua Padre Paulino, 401 - Cajazeiras, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 70m²",70.0,2,2,1,180000.0,428.0,Rua Padre Paulino,Cajazeiras,Fortaleza,CE,2571.428571428572,"Rua Padre Paulino, Cajazeiras, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60864-240, Brasil",-3.798095017991536,-38.50906708373602,1500-3000,6,0.9544534412955464,0.1911037891268533,0.1548640612345736,0.3045497379718516
67,"Rua Armando Dall'olio, 1700 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 73m²",73.0,2,2,2,580000.0,650.0,Rua Armando Dall'olio,Engenheiro Luciano Cavalcante,Fortaleza,CE,7945.2054794520545,"Rua Armando Dall'olio, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60813-575, Brasil",-3.7814456692136655,-38.48294141432333,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
68,"Rua José Vilar, 692 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 98m²",98.0,3,4,2,830000.0,750.0,Rua José Vilar,Aldeota,Fortaleza,CE,8469.387755102041,"Rua José Vilar, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-230, Brasil",-3.739324229091458,-38.50581077364811,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
69,"Rua João Granjeiro, 95 - Passaré, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 58m²",58.0,3,2,2,385000.0,450.0,Rua João Granjeiro,Passaré,Fortaleza,CE,6637.931034482759,"Rua João Granjeiro, Passaré, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60862-341, Brasil",-3.814720218823097,-38.532253330596,5001-10000,6,0.938259109311741,0.1087314662273476,0.1111660122387283,0.2246725529938817
70,"Rua José Alencar Ramos, 9091 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 142m²",142.0,3,4,3,1400000.0,1400.0,Rua José Alencar Ramos,Engenheiro Luciano Cavalcante,Fortaleza,CE,9859.154929577464,"Rua José Alencar Ramos, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 61658-130, Brasil",-3.7789573308174313,-38.48310227308656,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
71,"Rua Soares Bulcão, 350 - Sao Gerardo, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 103m²",103.0,4,3,1,399000.0,660.0,Rua Soares Bulcão,São Gerardo,Fortaleza,CE,3873.78640776699,"Rua Soares Bulcão, Săo Gerardo, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60325-640, Brasil",-3.731790004759236,-38.55247568157096,3001-5000,1,0.9949392712550608,0.6507413509060955,0.3240485455911633,0.5942078042264728
72,"Rua Emílio Sá - Jardim Cearense, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 64m²",64.0,3,3,1,260000.0,550.0,Rua Emílio Sá,Jardim Cearense,Fortaleza,CE,4062.5,"Rua Emílio Sá, Vila Rua Emília Sá, Jardim Cearense, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60712-065, Brasil",-3.802111772087655,-38.570136919164895,3001-5000,5,0.958502024291498,0.2405271828665568,0.1396840618777939,0.3181520198945787
73,"Rua José Rangel, 182 - Papicu, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 65m²",65.0,3,3,2,569000.0,358.0,Rua José Rangel,Papicu,Fortaleza,CE,8753.846153846154,"Rua José Rangel, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60176-094, Brasil",-3.738436024425308,-38.46860255082704,5001-10000,2,0.951417004048583,0.4316309719934102,0.3617821880600768,0.5296352680519618
74,"Rua Embratel, 20 - Praia do Futuro II, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 59m²",59.0,2,2,1,450000.0,703.0,Rua Embratel,Praia do Futuro II,Fortaleza,CE,7627.118644067797,"Rua Embratel, Praia do Futuro II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60182-508, Brasil",-3.759981206293236,-38.44398340021111,5001-10000,2,0.8977732793522267,0.0749588138385502,0.0703390648161413,0.1679043664047164
75,"Avenida Beira Mar, 3501 - Mucuripe, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 150m²",150.0,4,4,3,1799000.0,1510.0,Avenida Beira Mar,Mucuripe,Fortaleza,CE,11993.333333333334,"Avenida Beira Mar, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-121, Brasil",-3.723337651727699,-38.487658262380776,10001-15000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
76,"Rua do Murará, 101 - Paupina, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 48m²",48.0,2,1,1,170000.0,380.0,Rua do Murará,Paupina,Fortaleza,CE,3541.6666666666665,"Rua do Murará, Paupina, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60872-559, Brasil",-3.844083310484512,-38.49371041673996,3001-5000,6,0.9261133603238868,0.2224052718286655,0.0723739799841534,0.2461107370021986
77,"Rua Joaquim Lima, 1201 - Papicu, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 98m²",98.0,3,3,2,921000.0,615.0,Rua Joaquim Lima,Papicu,Fortaleza,CE,9397.959183673467,"Rua Joaquim Lima, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60191-156, Brasil",-3.743214012943892,-38.4740067459323,5001-10000,2,0.951417004048583,0.4316309719934102,0.3617821880600768,0.5296352680519618
78,"Rua Monte Líbano, 946 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,185000.0,320.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,4204.545454545455,"946, Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.828274,-38.5647408,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
79,"Rua José Otoch, 700 - Guararapes, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 145m²",145.0,3,3,3,1199999.0,1390.0,Rua José Otoch,Guararapes,Fortaleza,CE,8275.855172413792,"Rua José Otoch, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-040, Brasil",-3.761667969571224,-38.49251667761134,5001-10000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
80,"Rua Barão de Aracati, 484 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 237m²",237.0,4,6,4,2500000.0,2232.0,Rua Barão de Aracati,Meireles,Fortaleza,CE,10548.523206751055,"Rua Barão de Aracati, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-080, Brasil",-3.726654109275537,-38.50992473467364,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
81,"Rua Chico Feitosa do Cococi, 210 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 70m²",70.0,2,2,2,600000.0,416.0,Rua Chico Feitosa do Cococi,Engenheiro Luciano Cavalcante,Fortaleza,CE,8571.42857142857,"Rua Chico Feitosa do Cococi, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60813-520, Brasil",-3.7763128,-38.4843633,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
82,"Avenida Comodoro Estácio Brígido, 1 - Engenheiro Luciano Cavalcante, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 70m²",70.0,3,1,1,450000.0,600.0,Avenida Comodoro Estácio Brígido,Engenheiro Luciano Cavalcante,Fortaleza,CE,6428.571428571428,"Avenida Comodoro Estácio Brigido, Engenheiro Luciano Cavalcante, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60813-670, Brasil",-3.7773647169337767,-38.486223803615815,5001-10000,2,0.9676113360323886,0.3920922570016474,0.3757196027237456,0.5223773718191421
83,"Rua Leão Veloso, 756 - Parque Iracema, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 80m²",80.0,3,2,2,669343.0,1.0,Rua Leão Veloso,Parque Iracema,Fortaleza,CE,8366.7875,"Rua Leão Veloso, Parque Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60824-150, Brasil",-3.807926169183151,-38.490957475202485,5001-10000,6,0.9817813765182186,0.3270181219110378,0.4010215508041715,0.5049535625829636
84,"Avenida Clóvis Arrais Maia, 6450 - Praia do Futuro II, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 53m²",53.0,2,2,1,403000.0,10.0,Avenida Clóvis Arrais Maia,Praia do Futuro II,Fortaleza,CE,7603.773584905661,"Avenida Clóvis Arrais Maia, Praia do Futuro I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60182-415, Brasil",-3.7402501028883592,-38.45275579063889,5001-10000,2,0.8977732793522267,0.0749588138385502,0.0703390648161413,0.1679043664047164
85,"Rua Senador Pompeu, 2610 - José Bonifácio, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 55m²",55.0,2,2,2,570000.0,563.0,Rua Senador Pompeu,José Bonifácio,Fortaleza,CE,10363.636363636364,"Rua Senador Pompeu, José Bonifácio, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60040-148, Brasil",-3.73625475,-38.5324383,10001-15000,4,0.9919028340080972,1.0,0.2689684208064228,0.6437592387126768
86,"Rua Taquatiara, 1000 - Messejana, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 42m²",42.0,2,1,1,185000.0,220.0,Rua Taquatiara,Messejana,Fortaleza,CE,4404.761904761905,"Rua Taquatiara, Messejana, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60842-060, Brasil",-3.830238950217245,-38.50253528111328,3001-5000,6,0.9564777327935224,0.4629324546952224,0.1197676220437448,0.3757024033168344
87,"Rua Consuelo Freire, 350 - Parque Iracema, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 71m²",71.0,2,3,2,590000.0,620.0,Rua Consuelo Freire,Parque Iracema,Fortaleza,CE,8309.859154929578,"Rua Consuelo Freire, Parque del Sol, Parque Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60824-000, Brasil",-3.8077139372574,-38.496653539033694,5001-10000,6,0.9817813765182186,0.3270181219110378,0.4010215508041715,0.5049535625829636
